,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,renda,tempo_ultima_compra,automoveis_adquiridos,avalicao_cliente
5913,462015,Masculino,Sim,27,Sim,Entretenimento,0.0,Medio,2.0,Cat_6,A,6779.44,8,1,5
5914,461107,Masculino,Nao,21,Nao,Enfermeiro,0.0,Baixo,6.0,Cat_3,D,13240.34,19,2,8
5915,459265,Feminino,Sim,41,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,6383.8,33,1,9
5916,460295,Masculino,Nao,29,Sim,Ator/Atriz,9.0,Baixo,3.0,Cat_6,A,2983.21,33,1,9
5917,463871,Feminino,Sim,46,Nao,Ator/Atriz,8.0,Baixo,1.0,Cat_6,B,7069.21,20,1,9
5918,464594,Masculino,Sim,46,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_2,D,9508.06,22,1,4
5920,464369,Masculino,Sim,36,Sim,Executivo,1.0,Alto,4.0,Cat_6,B,11376.41,5,1,9
5922,465721,Masculino,Sim,25,Sim,Entretenimento,1.0,Alto,2.0,Cat_3,D,7071.59,29,1,5
5923,461325,Masculino,Nao,61,Sim,Entretenimento,1.0,Baixo,3.0,Cat_2,C,7915.96,34,2,5
5924,465335,Masculino,Sim,61,Nao,Entretenimento,1.0,Medio,2.0,Cat_7,B,6320.13,11,2,10
5925,461871,Masculino,Sim,53,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,8613.15,26,1,4
5926,466296,Masculino,Sim,69,Nao,Executivo,1.0,Alto,4.0,Cat_6,C,8195.76,27,1,6
5927,462252,Masculino,Nao,47,Sim,Entretenimento,4.0,Baixo,1.0,Cat_6,A,8285.01,8,1,7
5928,460209,Feminino,Sim,26,Sim,Entretenimento,5.0,Baixo,7.0,Cat_6,D,6061.69,2,1,7
5929,465890,Feminino,Nao,39,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B,11399.0,21,1,8
5930,459745,Masculino,Sim,47,Nao,Ator/Atriz,0.0,Baixo,4.0,Cat_1,A,6555.92,16,1,10
5931,465715,Feminino,Sim,69,Sim,Ator/Atriz,7.0,Baixo,1.0,Cat_6,A,6764.65,1,1,6
5932,467168,Masculino,Sim,46,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_1,B,8339.02,10,1,2
5933,461417,Feminino,Nao,37,Sim,Medico,1.0,Baixo,3.0,Cat_6,D,4919.8,9,1,9
5934,462938,Feminino,Nao,50,Sim,Ator/Atriz,6.0,Baixo,1.0,Cat_6,B,8245.67,15,2,10
5935,463869,Feminino,Sim,52,Sim,Medico,0.0,Medio,4.0,Cat_6,C,7701.12,35,1,8
5936,459071,Masculino,Nao,28,Sim,Enfermeiro,5.0,Baixo,4.0,Cat_6,C,13157.38,32,1,2
5937,460193,Masculino,Nao,42,Sim,Entretenimento,3.0,Baixo,2.0,Cat_2,A,7340.7,30,1,4
5938,467961,Masculino,Sim,45,Sim,Executivo,1.0,Alto,5.0,Cat_4,B,15952.74,1,3,3
5939,464442,Masculino,Sim,57,Sim,Advogado,1.0,Alto,2.0,Cat_6,B,5237.76,21,1,9
5940,465834,Masculino,Nao,48,Sim,Entretenimento,0.0,Baixo,3.0,Cat_2,A,6295.14,3,1,8
5941,462857,Masculino,Nao,18,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,15143.89,15,2,8
5942,463474,Masculino,Sim,51,Nao,Ator/Atriz,3.0,Medio,2.0,Cat_6,C,5876.08,15,1,6
5944,464874,Feminino,Sim,47,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_4,C,8845.05,32,2,7
5945,465186,Feminino,Sim,38,Nao,Ator/Atriz,4.0,Medio,4.0,Cat_1,C,8737.34,10,2,10
5946,463861,Masculino,Sim,37,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_3,A,6345.29,23,2,6
5947,464027,Masculino,Nao,22,Nao,Enfermeiro,9.0,Baixo,4.0,Cat_6,D,14490.79,36,2,9
5949,466870,Masculino,Sim,42,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,6145.62,36,1,10
5950,466060,Masculino,Sim,60,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_3,B,6737.24,25,1,5
5951,461273,Masculino,Sim,73,Sim,Entretenimento,1.0,Alto,4.0,Cat_6,B,5462.55,21,1,2
5952,461648,Feminino,Sim,49,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,C,2986.09,4,1,10
5953,467631,Masculino,Sim,72,Sim,Advogado,3.0,Alto,2.0,Cat_6,C,4202.8,31,1,10
5954,467804,Feminino,Sim,43,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C,2900.44,18,1,8
5955,466000,Masculino,Sim,38,Sim,Medico,5.0,Baixo,2.0,Cat_1,A,7565.98,26,2,3
5956,459445,Feminino,Sim,35,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,5812.55,12,1,10
5957,466292,Feminino,Sim,82,Nao,Advogado,1.0,Alto,2.0,Cat_6,B,4712.27,8,1,2
5958,463804,Masculino,Sim,63,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,A,5150.71,23,1,8
5959,464081,Masculino,Sim,73,Sim,Executivo,11.0,Alto,2.0,Cat_6,C,5637.25,11,1,3
5960,462543,Feminino,Sim,38,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_3,B,4862.75,29,1,9
5961,463051,Feminino,Nao,42,Sim,Do Lar,10.0,Baixo,1.0,Cat_6,A,4491.22,16,1,9
5963,466812,Masculino,Nao,31,Nao,Do Lar,14.0,Baixo,1.0,Cat_6,D,4265.03,2,1,9
5964,467091,Feminino,Nao,42,Sim,Entretenimento,1.0,Baixo,3.0,Cat_6,D,5569.96,31,1,10
5965,460268,Masculino,Sim,32,Sim,Ator/Atriz,9.0,Medio,2.0,Cat_6,B,5427.4,32,2,9
5966,465757,Masculino,Sim,39,Sim,Ator/Atriz,3.0,Medio,4.0,Cat_4,A,2743.89,13,1,10
5967,460021,Feminino,Sim,48,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_6,B,2105.78,12,1,5
5968,463859,Masculino,Sim,39,Sim,Ator/Atriz,6.0,Medio,2.0,Cat_6,C,10741.89,29,3,6
5969,460053,Masculino,Sim,55,Sim,Ator/Atriz,9.0,Medio,2.0,Cat_1,C,6069.26,37,1,9
5970,466659,Masculino,Sim,60,Sim,Medico,1.0,Alto,2.0,Cat_3,B,6827.41,5,1,8
5971,466533,Feminino,Nao,51,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,A,5904.04,29,1,8
5972,465307,Feminino,Sim,61,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_4,B,7382.6,22,1,7
5973,464592,Feminino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,12013.9,7,1,8
5974,461647,Feminino,Sim,55,Sim,Ator/Atriz,2.0,Medio,3.0,Cat_6,C,9968.0,7,1,9
5975,467462,Feminino,Sim,43,Sim,Ator/Atriz,1.0,Medio,5.0,Cat_6,C,4830.0,11,1,4
5976,467594,Masculino,Sim,45,Nao,Executivo,0.0,Medio,3.0,Cat_4,B,15159.05,21,3,7
5977,464255,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Medio,5.0,Cat_4,C,6272.87,0,1,10
5978,461701,Masculino,Sim,40,Nao,Ator/Atriz,1.0,Medio,2.0,Cat_5,C,4297.98,23,1,10
5979,466516,Masculino,Nao,19,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D,11246.03,17,1,10
5980,464036,Feminino,Nao,25,Sim,Medico,3.0,Baixo,1.0,Cat_6,A,3222.73,2,1,8
5981,461887,Feminino,Nao,89,Sim,Advogado,2.0,Baixo,1.0,Cat_6,D,3876.84,29,1,9
5982,466177,Feminino,Sim,49,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,7656.12,13,1,5
5984,466775,Feminino,Sim,83,Sim,Advogado,0.0,Baixo,2.0,Cat_6,C,2897.9,24,1,9
5985,467412,Masculino,Sim,35,Sim,Executivo,6.0,Medio,4.0,Cat_6,B,15335.68,21,3,7
5986,460546,Feminino,Sim,71,Sim,Advogado,1.0,Baixo,2.0,Cat_3,C,5934.38,15,1,7
5987,466204,Masculino,Sim,50,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,7614.51,18,2,8
5988,459000,Masculino,Sim,58,Nao,Executivo,12.0,Alto,2.0,Cat_6,C,9680.16,22,1,7
5989,466781,Masculino,Sim,35,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_3,A,8024.96,3,2,2
5990,464992,Masculino,Sim,67,Sim,Executivo,0.0,Alto,2.0,Cat_6,C,8000.49,20,1,10
5991,464921,Masculino,Sim,35,Nao,Medico,0.0,Medio,5.0,Cat_4,C,10212.57,16,1,6
5992,458982,Masculino,Sim,61,Sim,Executivo,1.0,Alto,3.0,Cat_6,C,14598.3,29,2,9
5993,461045,Feminino,Nao,29,Nao,Entretenimento,0.0,Baixo,2.0,Cat_3,B,6602.16,32,1,9
5994,459346,Masculino,Sim,47,Sim,Executivo,0.0,Medio,5.0,Cat_2,B,8865.12,34,1,8
5995,464183,Feminino,Nao,37,Nao,Ator/Atriz,4.0,Baixo,2.0,Cat_6,C,6908.76,32,1,5
5996,466642,Masculino,Nao,18,Nao,Enfermeiro,9.0,Baixo,3.0,Cat_6,D,14314.06,12,4,1
5997,460519,Feminino,Nao,23,Nao,Entretenimento,0.0,Baixo,2.0,Cat_3,C,5532.16,28,1,7
5998,462687,Masculino,Nao,29,Nao,Do Lar,11.0,Baixo,3.0,Cat_3,D,4417.43,18,1,9
5999,467921,Feminino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,4.0,Cat_6,A,7210.12,34,2,7
6000,460863,Masculino,Sim,66,Sim,Ator/Atriz,0.0,Baixo,5.0,Cat_6,A,8269.83,16,2,10
6001,464168,Masculino,Sim,45,Sim,Executivo,1.0,Alto,3.0,Cat_6,C,7419.83,22,2,10
6002,464819,Feminino,Sim,67,Sim,Advogado,1.0,Baixo,1.0,Cat_4,A,7573.33,16,1,10
6004,461025,Masculino,Sim,38,Nao,Executivo,1.0,Alto,4.0,Cat_6,D,12779.41,31,1,10
6006,463059,Feminino,Nao,32,Sim,Do Lar,10.0,Baixo,1.0,Cat_6,D,4807.2,20,1,8
6007,466962,Masculino,Sim,48,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C,7199.05,19,1,10
6008,463067,Feminino,Nao,42,Sim,Do Lar,7.0,Baixo,1.0,Cat_6,A,4491.42,14,1,8
6009,465755,Feminino,Nao,50,Sim,Ator/Atriz,8.0,Baixo,3.0,Cat_6,C,5571.47,32,1,6
6010,466301,Masculino,Sim,50,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_2,C,8456.08,6,1,10
6012,459315,Feminino,Sim,27,Sim,Medico,1.0,Baixo,2.0,Cat_4,D,3997.86,37,1,8
6016,466566,Masculino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B,10468.26,24,3,10
6017,459500,Masculino,Sim,37,Sim,Entretenimento,1.0,Medio,4.0,Cat_6,B,6585.86,33,1,10
6018,460267,Feminino,Nao,27,Sim,Enfermeiro,1.0,Baixo,9.0,Cat_6,C,15218.76,26,1,10
6019,467298,Masculino,Sim,61,Sim,Enfermeiro,1.0,Baixo,2.0,Cat_6,A,13164.8,5,1,7
6021,465919,Feminino,Nao,50,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,14849.12,9,1,9
6022,461835,Feminino,Sim,60,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C,6977.19,31,2,10
6023,461302,Masculino,Nao,20,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,13892.36,18,1,9
6025,463115,Masculino,Sim,36,Sim,Do Lar,5.0,Baixo,1.0,Cat_6,D,4450.75,19,1,7
6026,466362,Masculino,Sim,65,Sim,Advogado,1.0,Alto,2.0,Cat_6,B,7079.82,3,1,4
6027,463490,Masculino,Nao,20,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,14983.07,29,3,10
6028,463836,Feminino,Sim,38,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,8738.38,12,1,10
6030,464164,Feminino,Sim,81,Sim,Advogado,0.0,Alto,2.0,Cat_6,C,4097.63,15,1,4
6031,460298,Feminino,Nao,52,Sim,Advogado,4.0,Baixo,1.0,Cat_6,A,8069.93,6,2,7
6032,467819,Masculino,Sim,57,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_3,B,6861.16,16,1,9
6033,460722,Masculino,Sim,30,Nao,Entretenimento,1.0,Medio,3.0,Cat_3,A,8419.63,3,1,8
6034,466407,Masculino,Sim,55,Nao,Entretenimento,1.0,Baixo,3.0,Cat_4,A,6985.04,4,1,9
6035,462411,Masculino,Nao,38,Sim,Ator/Atriz,8.0,Baixo,1.0,Cat_6,A,8924.16,33,1,7
6036,466198,Masculino,Sim,70,Nao,Advogado,0.0,Alto,2.0,Cat_3,C,4257.38,26,1,7
6037,462153,Masculino,Sim,59,Nao,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,7266.4,25,1,10
6038,467180,Masculino,Sim,39,Sim,Enfermeiro,1.0,Baixo,3.0,Cat_3,D,14018.7,20,1,10
6039,461481,Feminino,Sim,58,Sim,Ator/Atriz,9.0,Medio,3.0,Cat_6,C,5802.0,13,2,7
6040,464589,Masculino,Sim,30,Nao,Entretenimento,11.0,Baixo,2.0,Cat_5,D,3825.82,37,1,9
6041,461471,Feminino,Sim,73,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C,2363.05,4,1,7
6042,464146,Masculino,Nao,38,Sim,Entretenimento,1.0,Baixo,2.0,Cat_6,A,4883.91,9,1,8
6043,459589,Masculino,Nao,25,Nao,Enfermeiro,1.0,Baixo,5.0,Cat_6,D,14413.72,3,2,10
6044,459829,Masculino,Sim,53,Sim,Ator/Atriz,3.0,Alto,3.0,Cat_7,D,5558.61,31,1,6
6045,463314,Feminino,Nao,27,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_3,A,15709.96,27,1,10
6046,459723,Masculino,Sim,49,Sim,Ator/Atriz,6.0,Medio,2.0,Cat_6,C,13119.77,13,2,8
6047,459122,Feminino,Sim,51,Sim,Ator/Atriz,6.0,Medio,5.0,Cat_6,C,9506.1,36,1,8
6048,462221,Masculino,Nao,33,Nao,Enfermeiro,0.0,Baixo,7.0,Cat_4,D,12538.97,27,1,6
6049,462694,Masculino,Sim,61,Sim,Entretenimento,6.0,Medio,2.0,Cat_6,A,6527.32,26,1,10
6052,466425,Masculino,Sim,32,Sim,Entretenimento,1.0,Medio,2.0,Cat_3,A,7658.11,24,1,8
6053,460474,Feminino,Sim,40,Nao,Do Lar,9.0,Medio,5.0,Cat_4,A,4645.0,5,1,9
6054,467261,Feminino,Sim,77,Sim,Advogado,0.0,Alto,2.0,Cat_6,C,5732.19,2,2,6
6055,463322,Feminino,Sim,72,Sim,Advogado,1.0,Alto,4.0,Cat_2,B,4365.34,21,1,6
6056,466193,Masculino,Sim,84,Nao,Advogado,0.0,Baixo,1.0,Cat_6,A,5391.91,2,1,8
6057,459738,Masculino,Sim,32,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,D,7634.45,9,1,10
6058,459008,Feminino,Sim,52,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,B,9885.75,17,4,10
6059,461250,Feminino,Sim,47,Sim,Advogado,2.0,Alto,4.0,Cat_6,D,5474.19,11,1,9
6060,461926,Feminino,Sim,63,Sim,Ator/Atriz,4.0,Medio,4.0,Cat_6,C,11513.01,11,1,9
6061,459578,Masculino,Sim,35,Sim,Executivo,2.0,Medio,5.0,Cat_6,B,14758.93,22,1,8
6063,465460,Masculino,Nao,49,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,4784.56,25,1,8
6064,462862,Feminino,Nao,31,Nao,Do Lar,8.0,Baixo,1.0,Cat_6,D,4488.47,22,1,10
6065,465084,Masculino,Sim,61,Sim,Executivo,5.0,Alto,2.0,Cat_6,C,10937.08,17,2,8
6066,465777,Feminino,Nao,30,Sim,Ator/Atriz,9.0,Baixo,5.0,Cat_6,A,8082.59,27,2,10
6067,466688,Masculino,Nao,23,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_4,D,13042.79,20,2,7
6068,461029,Masculino,Sim,42,Nao,Entretenimento,8.0,Baixo,2.0,Cat_4,A,5986.03,17,1,9
6070,465099,Masculino,Sim,39,Nao,Entretenimento,0.0,Medio,2.0,Cat_6,C,6903.3,10,1,4
6071,465730,Masculino,Sim,43,Sim,Executivo,6.0,Alto,3.0,Cat_4,A,8805.86,1,1,4
6072,462138,Feminino,Sim,56,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B,10491.88,32,3,10
6073,460332,Masculino,Nao,28,Sim,Enfermeiro,0.0,Baixo,5.0,Cat_6,D,15757.65,1,3,9
6074,462342,Feminino,Sim,71,Sim,Advogado,8.0,Alto,2.0,Cat_6,C,4593.71,23,1,9
6075,459007,Feminino,Sim,42,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,6773.13,36,2,7
6076,465130,Feminino,Sim,50,Sim,Ator/Atriz,0.0,Medio,9.0,Cat_6,C,1225.32,36,1,4
6077,459702,Feminino,Sim,62,Sim,Advogado,1.0,Baixo,3.0,Cat_6,A,2612.93,10,1,10
6078,461401,Masculino,Sim,43,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,A,7584.44,6,1,10
6080,459938,Masculino,Nao,61,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B,8533.87,16,2,8
6081,460199,Feminino,Sim,39,Sim,Entretenimento,5.0,Baixo,2.0,Cat_6,B,6789.84,6,1,3
6082,466684,Feminino,Sim,46,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_1,C,3526.58,26,1,6
6083,465978,Masculino,Sim,50,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,B,5424.19,35,1,8
6084,465682,Masculino,Sim,39,Sim,Ator/Atriz,0.0,Baixo,4.0,Cat_4,A,5550.77,35,1,6
6085,462693,Feminino,Nao,35,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,3164.61,14,1,6
6086,459952,Feminino,Nao,35,Sim,Entretenimento,7.0,Baixo,2.0,Cat_6,A,8096.09,37,2,9
6087,466450,Feminino,Nao,33,Sim,Enfermeiro,1.0,Baixo,1.0,Cat_6,D,12481.6,8,1,7
6088,466556,Masculino,Nao,21,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,16254.92,6,1,9
6089,459932,Feminino,Nao,46,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B,4080.43,8,1,10
6090,460420,Feminino,Nao,37,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,4481.61,6,1,6
6092,462357,Masculino,Nao,25,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_6,A,6827.08,27,1,5
6093,464094,Masculino,Sim,53,Sim,Executivo,1.0,Alto,4.0,Cat_6,B,10771.08,0,1,7
6094,467852,Feminino,Nao,41,Sim,Ator/Atriz,10.0,Baixo,1.0,Cat_6,B,6410.64,31,1,8
6095,462526,Feminino,Sim,46,Sim,Ator/Atriz,3.0,Medio,5.0,Cat_6,C,3705.95,34,1,10
6096,463180,Masculino,Sim,36,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_3,C,9545.32,24,1,9
6097,461572,Feminino,Sim,57,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_2,C,5726.86,37,1,9
6098,464607,Feminino,Sim,49,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_2,C,6355.72,20,1,9
6099,467751,Masculino,Sim,48,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,8187.41,30,1,9
6100,465563,Masculino,Sim,59,Sim,Entretenimento,1.0,Medio,5.0,Cat_3,B,6408.6,33,1,8
6101,465589,Masculino,Sim,40,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,A,3528.69,32,1,6
6102,459215,Feminino,Sim,58,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_3,C,6800.64,35,1,9
6103,466826,Masculino,Sim,43,Sim,Entretenimento,0.0,Baixo,2.0,Cat_6,A,6906.46,29,1,8
6104,461164,Feminino,Nao,39,Sim,Medico,9.0,Baixo,1.0,Cat_3,B,5779.59,30,1,5
6105,459305,Masculino,Sim,29,Nao,Enfermeiro,13.0,Alto,2.0,Cat_6,B,14947.8,13,2,10
6107,466447,Feminino,Sim,49,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_7,B,10589.52,27,1,10
6108,467735,Masculino,Nao,26,Sim,Medico,1.0,Baixo,2.0,Cat_6,A,7952.38,8,1,10
6109,463755,Feminino,Sim,63,Nao,Ator/Atriz,0.0,Alto,2.0,Cat_6,B,3588.79,0,1,6
6110,460930,Masculino,Nao,26,Sim,Ator/Atriz,10.0,Baixo,5.0,Cat_6,D,9287.16,36,1,9
6111,465246,Masculino,Nao,21,Nao,Enfermeiro,1.0,Baixo,5.0,Cat_4,D,10770.94,11,2,9
6113,463491,Masculino,Sim,27,Sim,Medico,9.0,Medio,3.0,Cat_6,D,10500.15,26,1,5
6114,459985,Feminino,Nao,39,Sim,Medico,8.0,Baixo,2.0,Cat_6,B,8008.37,11,1,6
6115,462815,Masculino,Sim,84,Nao,Advogado,1.0,Baixo,1.0,Cat_6,A,3726.18,7,1,1
6118,462477,Masculino,Nao,25,Sim,Entretenimento,7.0,Baixo,3.0,Cat_6,A,6339.32,27,1,8
6120,465855,Masculino,Nao,42,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_2,A,4662.81,34,1,10
6121,467334,Masculino,Sim,73,Nao,Executivo,0.0,Alto,2.0,Cat_6,C,12840.06,9,1,4
6123,465828,Feminino,Nao,29,Nao,Entretenimento,9.0,Baixo,4.0,Cat_4,D,3857.97,29,1,9
6124,460279,Feminino,Sim,27,Nao,Entretenimento,6.0,Alto,2.0,Cat_6,B,7458.22,1,1,4
6125,463136,Masculino,Sim,35,Sim,Ator/Atriz,1.0,Alto,3.0,Cat_6,B,7123.7,14,1,2
6126,459869,Feminino,Nao,23,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,14453.69,32,1,8
6127,467916,Feminino,Sim,48,Sim,Ator/Atriz,6.0,Baixo,1.0,Cat_6,C,6188.36,30,2,6
6128,461890,Feminino,Sim,45,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,2544.09,36,1,9
6129,466582,Feminino,Nao,23,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,13637.95,0,1,5
6130,461076,Masculino,Nao,42,Sim,Entretenimento,1.0,Baixo,8.0,Cat_3,A,6935.51,29,2,10
6131,466713,Feminino,Sim,69,Sim,Ator/Atriz,1.0,Alto,4.0,Cat_6,C,2318.81,10,1,7
6132,460753,Feminino,Nao,33,Nao,Enfermeiro,1.0,Baixo,6.0,Cat_6,A,13160.66,31,3,10
6133,460262,Masculino,Nao,28,Nao,Executivo,9.0,Baixo,4.0,Cat_6,D,8887.29,12,2,8
6134,465249,Feminino,Nao,19,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,15499.5,12,3,5
6136,459137,Masculino,Sim,42,Sim,Ator/Atriz,7.0,Medio,2.0,Cat_6,C,2044.73,5,1,5
6137,467416,Feminino,Nao,38,Sim,Medico,8.0,Baixo,1.0,Cat_4,B,7800.09,17,1,9
6138,463137,Feminino,Nao,31,Sim,Do Lar,8.0,Baixo,1.0,Cat_6,D,4161.43,36,1,8
6140,465665,Feminino,Sim,83,Sim,Advogado,1.0,Baixo,1.0,Cat_6,A,3147.88,13,1,8
6142,464920,Masculino,Nao,36,Sim,Ator/Atriz,2.0,Baixo,1.0,Cat_4,B,10628.15,30,1,10
6143,461638,Masculino,Sim,70,Sim,Entretenimento,0.0,Alto,2.0,Cat_6,A,9464.37,9,1,5
6144,467790,Masculino,Nao,21,Nao,Enfermeiro,1.0,Baixo,6.0,Cat_6,D,13355.96,22,1,8
6145,463402,Masculino,Nao,19,Nao,Enfermeiro,7.0,Baixo,4.0,Cat_4,D,14426.18,22,1,10
6146,462900,Masculino,Sim,39,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,B,7715.38,15,1,9
6147,460688,Masculino,Sim,28,Nao,Medico,5.0,Baixo,2.0,Cat_3,D,9721.92,8,2,10
6148,466033,Feminino,Sim,40,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_6,B,8002.08,29,1,10
6149,461440,Feminino,Sim,42,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C,2634.63,32,1,4
6151,463985,Feminino,Sim,29,Sim,Ator/Atriz,4.0,Baixo,2.0,Cat_1,D,7255.37,7,1,6
6152,466347,Masculino,Sim,71,Nao,Executivo,5.0,Baixo,3.0,Cat_4,B,6945.86,9,2,4
6153,459077,Feminino,Sim,82,Nao,Advogado,0.0,Alto,2.0,Cat_6,A,3593.05,3,1,5
6154,460339,Feminino,Sim,50,Sim,Entretenimento,4.0,Baixo,2.0,Cat_6,A,7220.19,28,1,10
6155,459970,Masculino,Nao,40,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A,3463.8,13,1,10
6156,463464,Masculino,Nao,18,Nao,Enfermeiro,6.0,Baixo,4.0,Cat_6,D,14097.76,2,1,2
6157,459313,Masculino,Sim,42,Nao,Entretenimento,0.0,Medio,4.0,Cat_6,C,7182.63,15,1,9
6158,466990,Masculino,Sim,39,Sim,Entretenimento,9.0,Medio,2.0,Cat_6,B,6712.44,3,2,6
6162,462667,Feminino,Sim,40,Nao,Do Lar,2.0,Medio,2.0,Cat_6,A,4450.79,7,1,7
6163,462917,Masculino,Sim,65,Nao,Medico,1.0,Baixo,1.0,Cat_1,D,7470.2,10,1,10
6164,463898,Feminino,Nao,38,Sim,Enfermeiro,0.0,Baixo,2.0,Cat_6,C,12868.63,33,1,8
6166,460287,Masculino,Sim,53,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,1144.48,10,1,8
6167,460684,Masculino,Sim,62,Nao,Entretenimento,8.0,Baixo,2.0,Cat_3,B,5932.56,28,1,7
6168,462319,Masculino,Sim,47,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_2,C,4669.05,0,1,6
6169,465128,Feminino,Sim,62,Nao,Ator/Atriz,1.0,Medio,3.0,Cat_6,B,5007.3,10,2,6
6170,465222,Masculino,Sim,69,Nao,Medico,8.0,Baixo,2.0,Cat_6,A,9826.01,17,1,6
6171,467850,Feminino,Nao,19,Nao,Enfermeiro,0.0,Baixo,2.0,Cat_4,D,14411.15,2,4,4
6172,465488,Masculino,Nao,18,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,13433.16,23,2,10
6173,467672,Feminino,Sim,36,Sim,Ator/Atriz,7.0,Medio,2.0,Cat_6,C,3728.87,6,1,8
6175,461840,Masculino,Sim,47,Sim,Executivo,8.0,Alto,4.0,Cat_6,C,2675.93,13,1,9
6176,461284,Masculino,Nao,23,Nao,Ator/Atriz,1.0,Baixo,4.0,Cat_6,D,7575.56,14,1,10
6177,467878,Feminino,Sim,42,Sim,Medico,0.0,Medio,4.0,Cat_6,A,7776.12,23,1,9
6178,465553,Feminino,Sim,47,Sim,Ator/Atriz,8.0,Medio,4.0,Cat_3,C,8258.85,31,1,8
6179,463346,Masculino,Sim,40,Sim,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,12961.44,30,2,6
6180,466232,Masculino,Sim,59,Nao,Executivo,0.0,Alto,3.0,Cat_6,C,18960.45,12,1,10
