NU_INSCRICAO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,Q006
210061442243,3,M,1,0,1.0,0,Belford Roxo,519.7,409.0,420.5,529.6,500.0,4,C
210062045598,2,F,2,0,1.0,0,Niterói,508.1,568.0,531.6,383.4,840.0,2,E
210061884362,3,M,3,0,1.0,0,Duque de Caxias,499.7,506.5,513.1,368.0,360.0,9,C
210061522630,2,F,1,0,1.0,0,Nilópolis,540.3,533.9,584.0,635.9,700.0,2,C
210061871493,3,M,2,0,1.0,0,Duque de Caxias,588.2,535.5,590.1,602.1,540.0,3,H
210061940383,2,M,1,0,1.0,0,Niterói,367.3,559.7,524.1,677.0,880.0,4,Q
210061774529,2,F,1,0,1.0,0,Nova Iguaçu,671.0,566.8,635.6,788.8,920.0,4,I
210060022755,2,M,1,0,1.0,0,Niterói,639.1,621.3,585.7,826.2,880.0,4,P
210061982216,3,M,1,0,1.0,0,Nova Iguaçu,414.1,400.0,402.7,432.2,600.0,3,B
210061867858,2,F,3,0,1.0,0,São João de Meriti,549.6,559.0,550.8,601.8,900.0,2,B
210061653499,2,M,3,0,1.0,0,Nova Iguaçu,569.1,628.0,649.6,642.3,600.0,5,G
210061599186,3,F,3,0,1.0,0,São João de Meriti,397.8,472.9,500.3,408.5,620.0,3,D
210061691976,3,F,3,0,1.0,0,Duque de Caxias,449.7,518.3,506.2,455.0,480.0,4,B
210061676283,2,M,1,0,1.0,0,Niterói,375.7,492.3,413.3,361.4,380.0,5,B
210062054567,4,F,3,0,1.0,0,Duque de Caxias,392.6,522.2,523.9,397.1,520.0,2,C
210061878300,2,M,3,0,1.0,0,Nova Iguaçu,432.9,558.4,562.0,390.3,420.0,4,K
210060937568,2,M,1,0,1.0,0,Belford Roxo,449.5,528.8,349.2,758.7,540.0,5,D
210059642212,3,F,1,0,1.0,0,Duque de Caxias,465.0,347.4,538.2,510.1,640.0,4,C
210061906459,3,M,3,0,1.0,0,Duque de Caxias,445.4,452.2,370.2,588.8,560.0,5,D
210061483539,5,M,3,0,1.0,0,Belford Roxo,478.7,429.1,410.7,455.4,260.0,4,A
210061539358,3,M,2,0,1.0,0,Duque de Caxias,456.9,486.4,463.2,488.1,380.0,7,B
210061886641,3,M,1,0,1.0,0,Duque de Caxias,523.1,648.5,667.9,597.1,660.0,4,M
210061808537,2,F,3,0,1.0,0,Duque de Caxias,493.5,529.6,538.1,444.7,880.0,3,D
210061997080,3,M,1,0,1.0,0,São João de Meriti,523.4,554.8,588.1,492.8,680.0,3,E
210061939086,4,F,1,0,1.0,0,Niterói,492.4,450.6,470.6,471.3,660.0,2,A
210061667628,2,F,0,0,1.0,0,Duque de Caxias,482.9,550.5,562.4,464.7,560.0,4,G
210058128379,2,F,1,0,1.0,0,Niterói,535.5,651.6,625.4,634.1,940.0,3,Q
210058968149,3,M,3,0,1.0,0,Niterói,519.6,564.4,451.0,711.9,780.0,4,E
210061529025,3,M,3,0,1.0,0,Nova Iguaçu,572.5,686.8,509.0,664.3,880.0,4,E
210060066495,3,M,1,0,1.0,0,Niterói,342.7,376.7,555.5,540.4,720.0,3,F
210061710116,4,M,3,0,1.0,0,Duque de Caxias,445.1,405.6,431.1,401.1,500.0,3,B
210061608985,3,M,1,0,1.0,0,Niterói,611.2,586.9,588.1,787.0,920.0,5,Q
210061829170,3,F,3,0,1.0,0,Duque de Caxias,533.4,572.8,526.5,561.2,900.0,4,C
210061521036,2,M,3,0,1.0,0,Nova Iguaçu,540.4,574.8,542.7,605.1,540.0,4,D
210058896383,2,F,1,0,1.0,0,Nova Iguaçu,544.6,545.6,517.9,571.7,760.0,4,C
210060092738,2,F,3,0,1.0,0,São João de Meriti,460.1,377.6,546.9,373.2,840.0,4,A
210059747444,3,F,3,0,1.0,0,Duque de Caxias,496.3,585.2,429.7,554.3,860.0,4,G
210062057424,2,M,3,0,1.0,0,Nova Iguaçu,571.2,336.6,498.9,381.6,680.0,4,G
210061715066,2,M,1,0,1.0,0,Duque de Caxias,444.2,498.7,444.3,507.2,680.0,3,F
210061987048,3,M,3,0,1.0,0,Duque de Caxias,547.8,448.4,432.1,400.3,560.0,6,B
210061936042,3,M,2,0,1.0,0,Nova Iguaçu,413.6,432.0,443.3,365.7,440.0,2,C
210061754016,2,M,3,0,1.0,0,Duque de Caxias,507.4,454.7,480.3,528.8,540.0,3,E
210058903974,2,M,1,0,1.0,0,Niterói,584.3,646.7,636.0,771.5,860.0,3,Q
210061201093,5,F,3,0,2.0,0,Nilópolis,580.8,636.8,650.8,751.7,740.0,4,F
210060794833,2,M,3,0,1.0,0,Nova Iguaçu,463.2,474.5,385.2,559.1,540.0,4,D
210061987032,2,F,3,0,1.0,0,Nilópolis,469.3,581.4,490.7,417.8,720.0,4,J
210061488997,3,M,1,0,1.0,0,Nilópolis,483.6,538.8,496.8,660.0,600.0,4,G
210061376488,2,F,2,0,1.0,0,Maricá,387.8,500.8,488.5,464.8,400.0,4,G
210061709813,2,F,1,0,1.0,0,Nova Iguaçu,478.4,469.7,489.7,618.5,560.0,3,D
210060856372,3,F,3,0,1.0,0,Nova Iguaçu,378.6,367.4,418.1,498.7,460.0,3,B
210061709975,2,F,1,0,1.0,0,Nova Iguaçu,523.4,483.8,547.1,608.7,720.0,4,H
210061871111,3,F,1,0,1.0,0,Niterói,511.9,572.5,536.6,518.4,840.0,6,G
210061376481,2,F,2,0,1.0,0,Duque de Caxias,392.1,576.9,554.2,486.0,600.0,2,F
210058978284,3,F,2,0,1.0,0,Niterói,603.9,593.6,559.2,616.7,740.0,3,H
210061890235,2,F,3,0,1.0,0,Duque de Caxias,488.3,540.5,562.2,412.0,440.0,4,E
210061892582,2,M,1,0,1.0,0,Nova Iguaçu,460.4,524.3,471.9,660.6,440.0,3,J
210061996012,2,M,1,0,1.0,0,Maricá,555.6,549.0,588.4,644.3,900.0,4,G
210061006689,3,F,1,0,1.0,0,Niterói,442.4,386.3,412.5,430.2,700.0,3,F
210061679446,2,F,3,0,1.0,0,Nilópolis,426.1,589.1,571.7,563.8,560.0,4,C
210061683329,3,F,2,0,1.0,0,Nova Iguaçu,434.8,580.2,565.2,496.1,800.0,3,B
210061565330,2,F,1,0,1.0,0,Belford Roxo,335.8,459.9,503.0,407.2,520.0,6,C
210061721209,2,F,2,0,1.0,0,São João de Meriti,550.5,544.6,557.8,522.4,680.0,5,B
210061979691,3,F,2,0,1.0,0,Belford Roxo,410.3,417.6,459.4,486.2,660.0,3,B
210061485214,2,F,1,0,1.0,0,Niterói,571.4,520.2,543.4,679.8,860.0,4,I
210061340173,4,M,3,0,1.0,0,Duque de Caxias,521.4,602.9,650.1,495.9,740.0,5,D
210060174722,3,F,1,0,1.0,0,Niterói,589.4,564.9,609.3,650.3,920.0,4,O
210058115706,2,M,3,0,1.0,0,Belford Roxo,385.2,384.0,445.8,437.9,340.0,2,B
210061620732,2,M,3,0,1.0,0,Nova Iguaçu,562.6,491.8,574.4,544.5,560.0,4,F
210061882589,3,F,1,0,1.0,0,Duque de Caxias,472.3,535.8,558.0,467.1,780.0,3,C
210059997584,2,F,2,0,1.0,0,São João de Meriti,599.9,517.9,582.1,602.7,860.0,3,D
210061679460,2,F,1,0,1.0,0,São João de Meriti,545.0,585.8,610.6,665.9,920.0,3,B
210061961792,3,F,3,0,1.0,0,Duque de Caxias,383.3,482.7,522.7,484.5,740.0,3,A
210061758415,3,M,3,0,1.0,0,Maricá,454.8,501.9,471.1,393.6,600.0,4,J
210060989408,2,F,1,0,1.0,0,São João de Meriti,632.7,671.9,613.8,673.4,840.0,3,F
210061620736,2,M,1,0,1.0,0,Nova Iguaçu,611.1,607.3,658.3,687.6,520.0,4,D
210060033359,2,M,2,0,1.0,0,Nova Iguaçu,534.6,481.1,558.7,597.0,600.0,2,C
210060910347,3,F,1,0,1.0,0,Niterói,490.0,557.4,524.9,460.5,600.0,4,B
210061727007,2,M,1,0,1.0,0,Duque de Caxias,566.0,751.1,628.0,525.8,760.0,3,D
210062032535,3,F,3,0,1.0,0,Nova Iguaçu,482.4,553.6,553.0,699.9,720.0,6,D
210061981212,4,F,3,0,1.0,0,Duque de Caxias,425.6,453.9,355.6,426.7,580.0,4,D
210060184982,2,M,1,0,1.0,0,Nova Iguaçu,513.3,547.6,599.4,704.7,560.0,3,F
210062009196,3,F,1,0,1.0,0,Maricá,524.7,388.4,509.8,527.5,720.0,5,K
210062027730,2,M,1,0,1.0,0,Nilópolis,488.9,500.7,508.9,341.5,420.0,3,F
210058890554,3,F,2,0,1.0,0,Nova Iguaçu,434.5,469.7,453.7,345.8,460.0,4,B
210061784607,2,M,3,0,1.0,0,Nova Iguaçu,522.6,360.1,469.5,428.6,600.0,4,C
210061695834,4,F,1,0,1.0,0,Niterói,387.5,383.6,504.0,347.1,500.0,3,M
210061752273,2,M,1,0,1.0,0,Nova Iguaçu,467.8,538.2,495.3,499.5,320.0,3,B
210061230010,2,M,2,0,1.0,0,Nilópolis,582.1,605.7,567.1,680.1,760.0,3,I
210061489051,3,F,3,0,1.0,0,Duque de Caxias,445.1,307.0,484.3,447.3,800.0,4,C
210059976617,3,F,1,0,1.0,0,Duque de Caxias,462.8,503.2,554.8,415.0,500.0,5,E
210061626220,3,F,1,0,1.0,0,Niterói,587.6,634.7,605.8,707.0,900.0,3,M
210061851279,3,M,3,0,1.0,0,Duque de Caxias,513.5,538.7,407.9,603.7,620.0,2,D
210059631676,2,F,1,0,1.0,0,Duque de Caxias,449.4,530.3,554.9,595.5,920.0,5,B
210061715758,2,F,1,0,1.0,0,Nova Iguaçu,475.9,521.7,497.3,502.7,360.0,6,M
210061715560,2,M,1,0,1.0,0,Niterói,653.2,651.3,630.5,793.8,860.0,4,I
210062010237,3,M,3,0,1.0,0,Duque de Caxias,491.9,510.4,423.1,460.0,440.0,3,B
210061402050,2,F,1,0,1.0,0,Nova Iguaçu,627.0,580.3,521.9,738.6,880.0,4,G
210061131568,3,M,1,0,1.0,0,Nova Iguaçu,586.0,614.9,600.4,833.0,600.0,3,G
210058899302,2,M,1,0,1.0,0,Nova Iguaçu,750.9,665.2,641.8,854.7,900.0,4,J
210059642271,3,F,1,0,1.0,0,Nova Iguaçu,536.8,623.3,613.0,402.4,720.0,3,E
210061124122,3,F,1,0,1.0,0,Nova Iguaçu,455.1,436.9,474.5,364.4,680.0,3,C
210060139038,2,F,2,0,1.0,0,São João de Meriti,431.8,615.2,585.3,661.3,940.0,4,H
210058968192,3,F,1,0,1.0,0,Niterói,522.6,516.2,468.2,542.5,880.0,4,F
210061571874,3,F,1,0,1.0,0,Nova Iguaçu,441.3,541.7,534.2,474.4,720.0,5,N
210061848819,2,M,1,0,1.0,0,Niterói,453.7,438.1,508.9,681.2,800.0,5,Q
210061280296,3,M,2,0,1.0,0,Duque de Caxias,575.9,500.5,342.0,530.1,680.0,4,D
210062003207,3,F,1,0,1.0,0,Duque de Caxias,450.4,513.8,493.2,581.8,880.0,3,G
210058899311,2,F,1,0,1.0,0,Duque de Caxias,520.2,410.3,584.4,576.8,640.0,3,D
210061555161,4,F,2,0,1.0,0,Maricá,571.7,359.9,429.2,501.5,800.0,6,O
210061896410,2,F,1,0,1.0,0,Maricá,561.1,610.7,565.6,642.5,800.0,5,I
210061661732,2,M,1,0,1.0,0,Niterói,557.5,635.5,569.9,719.1,720.0,2,H
210061921393,3,M,1,0,1.0,0,Nova Iguaçu,491.4,514.2,568.9,510.7,600.0,2,D
210061726996,2,F,2,0,1.0,0,Nova Iguaçu,453.3,351.0,449.7,506.5,560.0,4,B
210062019268,2,M,1,0,1.0,0,Nilópolis,557.2,551.7,549.6,642.8,640.0,3,J
210061854934,3,F,2,0,1.0,0,Nova Iguaçu,385.2,519.2,568.5,480.2,600.0,4,F
210061651862,2,F,1,0,1.0,0,Nova Iguaçu,447.4,540.3,557.3,615.4,920.0,4,E
210061812992,3,M,1,0,1.0,0,Maricá,547.4,605.5,555.7,685.7,680.0,2,G
210061899413,3,F,3,0,1.0,0,Nova Iguaçu,441.7,472.4,342.8,339.1,380.0,4,B
210061951538,2,M,1,0,1.0,0,São João de Meriti,567.2,661.4,567.5,746.1,860.0,3,G
210061667768,3,M,1,0,1.0,0,Niterói,483.2,452.2,439.7,483.1,580.0,2,F
210058947428,3,F,1,0,1.0,0,São João de Meriti,634.7,644.7,637.0,737.2,920.0,4,H
210061796930,3,M,1,0,1.0,0,São João de Meriti,471.9,414.1,501.5,462.7,760.0,3,E
210061783023,2,F,2,0,1.0,0,Nilópolis,503.5,525.1,552.8,417.7,460.0,4,D
210061498022,2,M,3,0,1.0,0,Niterói,546.8,564.8,390.9,465.5,700.0,4,N
210059631739,3,F,2,0,1.0,0,São João de Meriti,490.4,543.5,556.1,628.5,540.0,3,G
210062035494,2,F,1,0,1.0,0,Duque de Caxias,438.2,442.7,402.8,520.9,520.0,2,C
210061201429,5,M,3,0,1.0,0,Nova Iguaçu,592.3,591.3,653.8,715.0,820.0,3,C
210061796319,2,F,3,0,1.0,0,São João de Meriti,576.6,581.9,579.9,600.6,540.0,3,B
210061905476,3,F,1,0,1.0,0,Duque de Caxias,552.7,645.9,621.0,574.1,840.0,2,G
210061958786,3,M,1,0,1.0,0,Niterói,575.0,462.8,522.2,654.8,380.0,4,G
210059922854,2,F,3,0,1.0,0,Niterói,662.4,697.1,627.3,638.9,940.0,4,N
210061701433,3,F,3,0,1.0,0,Niterói,514.7,577.5,545.1,523.7,940.0,3,D
210061847975,4,M,3,0,1.0,0,Duque de Caxias,440.1,379.7,447.8,361.9,300.0,3,C
210061796309,3,F,3,0,1.0,0,Nova Iguaçu,480.5,558.6,557.7,479.2,680.0,5,B
210061465399,2,F,1,0,1.0,0,São João de Meriti,553.7,420.4,540.6,574.5,720.0,6,E
210061498034,2,M,1,0,1.0,0,Belford Roxo,492.3,531.1,536.9,419.6,420.0,3,B
210061655922,2,M,1,0,1.0,0,Nova Iguaçu,576.8,576.8,532.1,628.9,500.0,4,H
210060107662,3,M,1,0,1.0,0,Duque de Caxias,573.2,658.9,632.1,627.6,960.0,4,H
210061742324,2,M,1,0,1.0,0,Nova Iguaçu,552.2,537.9,586.6,598.8,560.0,5,C
210061876020,3,M,3,0,1.0,0,Niterói,520.8,567.0,551.5,717.3,880.0,4,K
210060185047,3,F,0,0,1.0,0,Niterói,526.1,576.1,610.9,723.2,840.0,2,I
210061985296,3,F,3,0,1.0,0,Duque de Caxias,485.5,583.9,562.3,616.2,820.0,3,B
210061050668,3,M,3,0,1.0,0,Duque de Caxias,507.6,555.0,507.8,471.4,560.0,3,E
210061985259,4,F,3,0,1.0,0,Duque de Caxias,529.7,546.1,554.7,530.4,580.0,3,B
210061698313,2,F,1,0,1.0,0,São João de Meriti,506.6,518.7,568.7,620.3,860.0,3,M
210059642388,2,M,1,0,1.0,0,São João de Meriti,547.6,566.9,593.8,634.1,780.0,4,L
210061985287,2,F,1,0,1.0,0,Duque de Caxias,427.4,488.7,429.4,556.2,660.0,4,B
210060964270,5,M,1,0,1.0,0,Niterói,377.4,314.5,351.2,333.3,580.0,6,G
210061818081,4,M,1,0,1.0,0,Niterói,383.4,589.3,441.2,580.4,640.0,4,H
210058896581,3,M,1,0,1.0,0,Niterói,629.8,620.3,623.6,743.9,820.0,2,B
210061884396,2,F,2,0,1.0,0,Duque de Caxias,367.1,471.2,486.2,411.8,520.0,4,B
210061900533,2,M,0,0,1.0,0,Nilópolis,593.6,574.1,585.8,768.6,820.0,3,G
210062054636,4,F,2,0,1.0,0,Nova Iguaçu,409.1,525.5,429.1,385.1,440.0,3,B
210060290404,3,F,1,0,1.0,0,Niterói,586.0,598.8,580.3,721.8,880.0,2,C
210061748588,2,M,1,0,1.0,0,Nova Iguaçu,512.4,521.6,525.5,600.2,580.0,4,D
210061226325,2,F,1,0,1.0,0,Belford Roxo,432.9,500.9,510.5,389.4,360.0,4,F
210061883819,3,M,0,0,1.0,0,Belford Roxo,437.3,445.2,470.7,565.4,540.0,4,D
210061933135,3,F,1,0,1.0,0,Duque de Caxias,477.2,485.9,435.2,627.2,840.0,3,B
210060107773,2,F,1,0,1.0,0,Belford Roxo,570.2,574.9,634.8,629.8,880.0,3,C
210061816179,3,M,2,0,1.0,0,Niterói,397.6,438.2,457.7,328.5,480.0,2,B
210061786205,3,M,1,0,1.0,0,Duque de Caxias,449.9,548.3,354.8,594.6,600.0,4,B
210059654925,2,F,3,0,1.0,0,Nova Iguaçu,467.6,511.8,413.6,452.5,640.0,3,G
210061774473,3,M,2,0,1.0,0,Niterói,342.3,405.0,496.0,393.5,320.0,3,E
210061590080,3,M,1,0,1.0,0,Nilópolis,450.8,443.0,442.8,525.3,560.0,3,G
210061860404,3,F,1,0,1.0,0,Niterói,582.8,526.1,534.6,674.8,640.0,3,B
210061855457,2,M,1,0,1.0,0,Nova Iguaçu,406.8,543.8,519.5,623.2,640.0,4,K
210061257235,2,M,1,0,1.0,0,Nova Iguaçu,446.8,603.7,563.9,693.4,700.0,3,D
210061263100,4,F,1,0,1.0,0,Duque de Caxias,599.2,651.9,637.8,690.4,960.0,4,H
210061721832,3,M,1,0,1.0,0,Maricá,599.3,698.2,567.2,649.9,800.0,3,H
210059987116,1,M,2,0,1.0,0,Duque de Caxias,560.1,549.7,635.9,665.9,880.0,4,B
210061985828,2,M,1,0,1.0,0,Niterói,558.8,666.8,554.2,709.6,720.0,5,G
210061917506,2,M,0,0,1.0,0,Maricá,419.3,489.8,532.2,546.6,440.0,5,D
210061649582,3,F,1,0,1.0,0,Belford Roxo,539.2,611.6,553.0,489.0,840.0,4,F
210060259826,3,F,1,0,1.0,0,Niterói,488.7,542.4,501.4,430.2,660.0,3,E
210061988920,2,F,2,0,1.0,0,Nova Iguaçu,491.1,614.2,487.4,552.1,860.0,3,C
210062024025,2,M,2,0,1.0,0,Nova Iguaçu,542.1,577.1,538.2,633.2,680.0,3,D
210060195410,4,M,1,0,1.0,0,Niterói,388.1,538.0,420.9,448.1,240.0,4,A
210062045551,2,F,3,0,1.0,0,Niterói,616.9,664.5,592.4,739.2,960.0,2,O
210061641006,2,F,3,0,1.0,0,Duque de Caxias,432.0,511.9,489.8,394.0,580.0,4,D
210061871955,2,F,1,0,1.0,0,Nova Iguaçu,529.0,556.9,518.2,667.8,840.0,4,M
210059539457,2,M,3,0,1.0,0,Nilópolis,463.9,476.5,530.5,483.4,460.0,3,E
210061496625,2,M,3,0,1.0,0,São João de Meriti,563.9,593.0,613.1,606.8,840.0,2,E
210061641015,5,M,3,0,1.0,0,Niterói,583.2,640.7,618.2,740.3,480.0,5,G
210060259835,3,F,3,0,1.0,0,São João de Meriti,536.3,584.6,596.0,557.0,860.0,3,A
210059953842,2,F,1,0,1.0,0,Nova Iguaçu,570.8,512.1,469.4,596.3,400.0,4,D
210058874907,3,F,3,0,1.0,0,Nova Iguaçu,390.9,346.3,463.8,384.4,680.0,3,B
210061835157,2,M,1,0,1.0,0,Niterói,514.4,612.7,580.5,731.7,820.0,2,N
210061922380,2,F,1,0,1.0,0,Nova Iguaçu,475.2,439.1,493.7,481.3,620.0,4,C
210061655190,2,F,3,0,1.0,0,Nova Iguaçu,445.4,505.3,424.6,421.9,720.0,4,E
210061897439,3,M,1,0,1.0,0,Maricá,621.7,642.1,656.9,610.7,880.0,3,E
210061633482,2,M,1,0,1.0,0,Nova Iguaçu,595.7,563.2,453.0,602.0,820.0,5,H
210060839060,2,F,3,0,1.0,0,Niterói,602.0,673.7,638.8,697.8,940.0,3,L
210058874901,3,F,1,0,1.0,0,Niterói,491.6,615.5,602.9,698.7,880.0,4,C
210061987134,3,F,2,0,1.0,0,Niterói,432.7,532.3,502.6,575.9,840.0,3,F
210061722396,1,M,1,0,1.0,0,Nova Iguaçu,458.0,557.1,511.1,574.8,540.0,3,C
210061496642,2,F,3,0,1.0,0,São João de Meriti,589.7,586.8,618.0,771.4,900.0,4,H
210061614166,3,F,1,0,1.0,0,Nova Iguaçu,606.8,616.3,583.1,747.3,800.0,3,D
210061928275,2,F,0,0,1.0,0,Duque de Caxias,536.2,583.8,631.6,666.3,740.0,6,G
210062029444,2,F,2,0,1.0,0,São João de Meriti,422.4,495.1,522.6,352.5,320.0,8,D
210062060585,3,F,1,0,1.0,0,Niterói,497.5,479.7,473.5,395.6,800.0,3,C
210061657114,3,F,1,0,1.0,0,Duque de Caxias,603.1,605.6,568.2,496.6,700.0,5,B
210062010260,2,F,1,0,1.0,0,Nova Iguaçu,503.1,557.1,501.4,431.1,720.0,4,G
210058902416,3,M,1,0,1.0,0,Duque de Caxias,532.6,564.1,483.3,619.5,760.0,5,J
210058947558,4,F,4,0,1.0,0,Duque de Caxias,393.9,460.8,449.2,430.0,440.0,4,C
210061415177,2,F,3,0,1.0,0,Niterói,430.3,425.7,437.0,375.3,520.0,4,B
210061943490,2,M,1,0,1.0,0,São João de Meriti,574.0,535.3,511.3,532.7,760.0,3,E
210061552980,2,F,1,0,1.0,0,Niterói,546.1,622.6,618.2,704.3,740.0,5,Q
210061663331,3,F,2,0,1.0,0,Belford Roxo,515.8,574.9,509.8,585.6,900.0,4,I
210061845819,3,F,3,0,1.0,0,Nova Iguaçu,482.5,404.6,355.0,515.4,460.0,2,B
210061909510,2,F,3,0,1.0,0,Nilópolis,409.9,460.4,417.5,378.7,620.0,4,F
210061758528,2,F,3,0,1.0,0,Duque de Caxias,466.2,471.3,562.7,477.3,700.0,2,A
210060187405,3,M,2,0,1.0,0,São João de Meriti,469.0,526.0,537.3,589.6,660.0,4,C
210061811819,2,M,2,0,1.0,0,São João de Meriti,413.4,403.6,474.2,438.8,520.0,3,M
210061016256,3,M,0,0,1.0,0,Niterói,562.1,610.1,630.8,721.7,720.0,5,L
210061821016,3,M,3,0,1.0,0,Duque de Caxias,532.3,590.8,548.4,562.9,760.0,3,B
210062009152,2,F,1,0,1.0,0,Niterói,485.2,496.2,480.3,518.2,800.0,4,H
210061790078,2,M,3,0,1.0,0,Nilópolis,463.7,565.5,576.3,594.3,600.0,5,B
210061758518,2,M,3,0,1.0,0,Maricá,574.4,599.5,592.3,680.1,880.0,3,K
210061423157,3,F,2,0,1.0,0,Niterói,470.0,480.7,408.4,330.7,400.0,3,B
210061811829,3,M,3,0,1.0,0,São João de Meriti,608.7,629.2,635.6,672.4,920.0,2,B
210061509245,3,M,2,0,1.0,0,Duque de Caxias,341.0,474.3,441.3,333.6,640.0,4,B
210062019250,3,M,1,0,1.0,0,Niterói,578.4,617.2,553.6,776.5,840.0,3,B
210061790095,2,M,3,0,1.0,0,Nilópolis,509.2,502.5,459.5,711.8,700.0,4,H
210061740216,3,F,3,0,1.0,0,Duque de Caxias,334.6,527.7,548.4,460.3,840.0,3,D
210061592738,2,F,1,0,1.0,0,Nova Iguaçu,433.4,512.3,458.0,404.6,700.0,3,H
210062014028,2,M,0,0,1.0,0,Niterói,563.9,588.8,571.8,599.4,580.0,2,B
210061905393,2,M,1,0,1.0,0,São João de Meriti,368.6,377.5,348.1,378.1,440.0,4,E
210060208007,3,M,1,0,1.0,0,Nova Iguaçu,468.5,571.5,574.8,665.6,640.0,4,E
210062033605,3,M,3,0,1.0,0,Duque de Caxias,426.7,557.7,530.5,486.5,360.0,5,B
210061707669,2,F,1,0,1.0,0,Niterói,586.2,662.6,609.8,793.2,700.0,4,H
210061957769,2,M,1,0,1.0,0,Nova Iguaçu,562.1,600.9,578.2,644.7,540.0,4,H
210061958756,2,M,1,0,1.0,0,São João de Meriti,582.7,559.2,524.9,465.7,660.0,4,F
210061764849,3,M,1,0,1.0,0,Duque de Caxias,410.5,510.5,477.1,456.1,820.0,3,I
210061707693,2,M,1,0,1.0,0,Niterói,552.8,576.8,530.8,587.0,920.0,4,Q
210061664306,2,F,1,0,1.0,0,São João de Meriti,522.2,574.8,522.0,426.2,700.0,4,C
210061024348,5,M,2,0,1.0,0,Duque de Caxias,597.7,689.3,636.5,718.7,620.0,3,K
210058991160,2,F,1,0,1.0,0,Nova Iguaçu,587.8,550.0,493.3,607.9,560.0,2,D
210060829108,3,F,3,0,1.0,0,Nilópolis,568.9,619.5,582.0,673.7,860.0,4,D
210061686089,3,M,1,0,1.0,0,Niterói,456.7,546.7,558.6,703.8,660.0,3,O
210060138637,2,F,3,0,1.0,0,São João de Meriti,518.2,516.5,408.4,479.7,680.0,4,L
210060937502,2,F,3,0,1.0,0,Duque de Caxias,410.0,386.9,423.4,414.1,500.0,3,B
210062057608,3,M,2,0,1.0,0,Nova Iguaçu,536.9,566.4,570.5,613.8,480.0,4,C
210061504176,4,F,1,0,1.0,0,Nova Iguaçu,530.4,586.4,619.2,636.7,680.0,3,F
210060229117,3,M,1,0,1.0,0,Niterói,616.9,600.2,562.0,722.8,780.0,3,F
210062007200,2,M,1,0,1.0,0,Duque de Caxias,479.6,483.1,486.8,416.4,280.0,3,B
210061882639,3,M,1,0,1.0,0,Nova Iguaçu,630.0,655.9,603.2,717.6,600.0,5,J
210061096734,2,M,1,0,1.0,0,Nova Iguaçu,463.7,655.0,517.0,534.7,620.0,4,H
210061722828,2,F,1,0,1.0,0,Maricá,577.7,620.0,587.5,650.5,940.0,2,G
210061724651,5,M,3,0,1.0,0,Niterói,360.1,389.5,461.9,392.8,260.0,2,G
210061897663,2,F,1,0,1.0,0,Niterói,540.6,432.8,485.7,481.0,900.0,3,C
210062005291,3,F,3,0,1.0,0,Niterói,427.0,447.3,390.7,419.1,440.0,8,D
210061922609,3,F,3,0,1.0,0,São João de Meriti,403.7,488.1,509.1,497.7,540.0,3,D
210061204731,1,M,3,0,1.0,0,Nova Iguaçu,612.9,625.0,622.5,810.6,760.0,6,G
210059104421,3,F,1,0,1.0,0,Niterói,524.7,492.6,521.9,521.9,640.0,3,G
210058888272,2,F,1,0,1.0,0,Duque de Caxias,402.7,546.1,524.5,427.9,580.0,5,B
210061894703,3,F,2,0,1.0,0,Nova Iguaçu,450.7,535.4,534.8,513.6,640.0,5,D
210062048753,3,F,1,0,1.0,0,Duque de Caxias,451.6,491.4,503.6,471.7,480.0,3,C
210061784008,4,F,3,0,1.0,0,Duque de Caxias,462.5,504.4,516.4,464.9,480.0,3,A
210061922589,2,F,3,0,1.0,0,Duque de Caxias,618.0,654.9,624.6,741.2,740.0,3,I
210061925644,3,F,3,0,1.0,0,Nova Iguaçu,566.8,411.4,512.4,486.8,580.0,3,D
210061560133,2,F,3,0,1.0,0,Belford Roxo,425.6,444.9,471.5,380.3,420.0,6,A
210059145706,3,M,1,0,1.0,0,Niterói,553.2,558.8,584.0,724.4,560.0,5,G
210058957949,2,F,3,0,1.0,0,Duque de Caxias,438.5,545.3,505.8,506.3,580.0,4,F
210061837228,2,M,3,0,1.0,0,Nova Iguaçu,519.5,585.6,538.6,507.1,340.0,4,C
210061495532,3,M,2,0,1.0,0,Belford Roxo,434.5,408.0,375.1,456.6,300.0,3,C
210061772224,2,F,2,0,1.0,0,São João de Meriti,338.8,463.3,432.0,413.1,520.0,4,B
210061912467,2,M,3,0,1.0,0,Nova Iguaçu,531.8,600.0,561.3,694.8,960.0,4,D
210061851316,2,M,3,0,1.0,0,Maricá,424.8,542.8,533.7,628.7,640.0,4,I
210061766652,2,F,2,0,1.0,0,Nova Iguaçu,441.5,446.0,464.5,377.9,520.0,4,C
210061772251,3,F,2,0,1.0,0,Duque de Caxias,401.4,486.9,513.3,448.8,520.0,4,C
210058957823,2,F,1,0,1.0,0,Niterói,527.0,579.6,529.6,525.8,680.0,3,G
